周标签,收益率,天数,天干,地支,五行_干
2012-12_W52,0.007373478214957796,5,己,未,土
2013-01_W1,0.003465648478181871,1,庚,午,金
2013-01_W2,-0.0029720368055973,5,癸,酉,水
2013-01_W3,0.006629693150077287,5,庚,辰,金
2013-01_W4,-0.0022217029288487344,5,丁,亥,火
2013-01_W5,0.010151176774118142,4,甲,午,木
2013-02_W5,0.014084719600976348,1,戊,戌,土
2013-02_W6,0.0011128086300625118,5,辛,丑,金
2013-02_W8,-0.009842195210526806,5,乙,卯,木
2013-02_W9,0.005595284221994401,4,壬,戌,水
2013-03_W10,-0.0032888067474438508,5,己,巳,土
2013-03_W11,-0.0034749133780948237,5,丙,子,火
2013-03_W12,0.004436189305142069,5,癸,未,水
2013-03_W13,-0.007935325995077736,5,庚,寅,金
2013-03_W9,-0.0025731391663739167,1,丙,寅,火
2013-04_W14,-0.0016904036809983758,3,丁,酉,火
2013-04_W15,-0.0016589070809411854,5,甲,辰,木
2013-04_W16,0.0034641576606261547,5,辛,亥,金
2013-04_W17,-0.005928052673871931,5,戊,午,土
2013-05_W18,0.006345453287090075,2,戊,辰,土
2013-05_W19,0.0037370772478033886,5,壬,申,水
2013-05_W20,0.003230152894596028,5,己,卯,土
2013-05_W21,0.0005185178718399852,5,丙,戌,火
2013-05_W22,0.0010731636520462605,5,癸,巳,水
2013-06_W23,-0.007904191952604634,5,庚,子,金
2013-06_W24,-0.010959024930028483,2,庚,戌,金
2013-06_W25,-0.008314576078160218,5,甲,寅,木
2013-06_W26,-0.00895393347450577,5,辛,酉,金
2013-07_W27,0.0028259309123592536,5,戊,辰,土
2013-07_W28,0.0034282766353690873,5,乙,亥,木
2013-07_W29,-0.004591582029692498,5,壬,午,水
2013-07_W30,0.00186875911488229,5,己,丑,土
2013-07_W31,-0.0027801694518481135,3,丙,申,火
2013-08_W31,0.00893091508546029,2,己,亥,土
2013-08_W32,0.002254980691480446,5,癸,卯,水
2013-08_W33,0.0016435723067307784,5,庚,戌,金
2013-08_W34,-0.0010521189686078403,5,丁,巳,火
2013-08_W35,0.003976243257811807,5,甲,子,木
2013-09_W36,0.003948759731553664,5,辛,未,金
2013-09_W37,0.00893379624946029,5,戊,寅,土
2013-09_W38,-0.0066062647913768995,3,乙,酉,木
2013-09_W39,-0.0028635505543054716,5,壬,辰,水
2013-09_W40,0.0067767671422624964,1,己,亥,土
2013-10_W41,0.00613991702829203,4,丁,未,火
2013-10_W42,-0.003072493278011246,5,癸,丑,水
2013-10_W43,-0.005546402640391346,5,庚,申,金
2013-10_W44,0.0010504043789953121,4,丁,卯,火
2013-11_W44,0.0037112196689037535,1,辛,未,金
2013-11_W45,-0.004060394078693142,5,甲,戌,木
2013-11_W46,0.0028729013296330485,5,辛,巳,金
2013-11_W47,0.005678160173383406,5,戊,子,土
2013-11_W48,0.002200956431406742,5,乙,未,木
2013-12_W1,0.003512130910808653,2,庚,午,金
2013-12_W49,0.0015176342641539664,5,壬,寅,水
2013-12_W50,-0.0036790445841620167,5,己,酉,土
2013-12_W51,-0.010321558623809656,5,丙,辰,火
2013-12_W52,0.0016209335230056299,5,癸,亥,水
2014-01_W1,-0.007779859712938986,2,癸,酉,水
2014-01_W2,-0.006775371593159751,5,丁,丑,火
2014-01_W3,-0.0008144750210588691,5,甲,申,木
2014-01_W4,0.0049361069142445976,5,辛,卯,金
2014-01_W5,-0.0007033899340360324,3,戊,戌,土
2014-02_W6,-0.0026425498825805027,1,己,酉,土
2014-02_W7,0.0069194230798727,5,壬,子,水
2014-02_W8,-0.00016303794562659845,5,己,未,土
2014-02_W9,-0.005428083864473199,5,丙,寅,火
2014-03_W10,0.00017388824824502436,5,癸,酉,水
2014-03_W11,-0.0051745656049403625,5,庚,辰,金
2014-03_W12,0.004374424842178537,5,丁,亥,火
2014-03_W13,-0.0005617482640257965,5,甲,午,木
2014-03_W14,-0.004117133072637058,1,辛,丑,金
2014-04_W14,0.003142543795067204,4,壬,寅,水
2014-04_W15,0.008630202042523072,4,己,酉,土
2014-04_W16,-0.0030812790601371766,5,乙,卯,木
2014-04_W17,-0.005886722292853808,5,壬,戌,水
2014-04_W18,-0.0016097635769511953,3,己,巳,土
2014-05_W19,-0.0014991622527225524,5,丙,子,火
2014-05_W20,0.001578052994230239,5,癸,未,水
2014-05_W21,0.0008173493758655947,5,庚,寅,金
2014-05_W22,0.00046634652881085705,5,丁,酉,火
2014-06_W23,-0.0011204270076120848,4,乙,巳,木
2014-06_W24,0.00399657360802459,5,辛,亥,金
2014-06_W25,-0.004258270192211477,5,戊,午,土
2014-06_W26,0.0009767103428899525,5,乙,丑,木
2014-06_W27,0.005802574011421591,1,壬,申,水
2014-07_W27,0.0013482050265279377,4,癸,酉,水
2014-07_W28,-0.0011917903237580242,5,己,卯,土
2014-07_W29,0.001192568261628768,5,丙,戌,火
2014-07_W30,0.006493319682980036,5,癸,巳,水
2014-07_W31,0.008742303625939779,4,庚,子,金
2014-08_W31,-0.007385211045612183,1,甲,辰,木
2014-08_W32,0.0008825748599900374,5,丁,未,火
2014-08_W33,0.0029560670135087897,5,甲,寅,木
2014-08_W34,0.0012689835304238394,5,辛,酉,金
2014-08_W35,-0.002092651524389688,5,戊,辰,土
2014-09_W36,0.009666732660002087,5,乙,亥,木
2014-09_W37,0.0006044101121797096,4,癸,未,水
2014-09_W38,-0.00017290677114123465,5,己,丑,土
2014-09_W39,0.0016203625899803508,5,丙,申,火
2014-09_W40,0.0034343765928088743,2,癸,卯,水
2014-10_W41,0.0015195495023134036,3,壬,子,水
2014-10_W42,-0.002814226636678363,5,丁,巳,火
2014-10_W43,-0.003327723115871306,5,甲,子,木
2014-10_W44,0.010076032721161466,5,辛,未,金
2014-11_W45,-0.0001602955703517539,5,戊,寅,土
2014-11_W46,0.005018738452377857,5,乙,酉,木
2014-11_W47,0.0006669762332754293,5,壬,辰,水
2014-11_W48,0.015298122054068886,5,己,亥,土
2014-12_W1,0.008118247625599059,3,甲,戌,木
2014-12_W49,0.018443431590567095,5,丙,午,火
2014-12_W50,0.0005078381852734904,5,癸,丑,水
2014-12_W51,0.01137635950765845,5,庚,申,金
2014-12_W52,0.0034516636681893196,5,丁,卯,火
2015-01_W2,0.0033008096009892185,5,辛,巳,金
2015-01_W3,0.005637245915163435,5,戊,子,土
2015-01_W4,-0.000589194989856634,5,乙,未,木
2015-01_W5,-0.008540731011748704,5,壬,寅,水
2015-02_W6,-0.00837008532906578,5,己,酉,土
2015-02_W7,0.008189661792782355,5,丙,辰,火
2015-02_W8,0.006701020574937933,2,癸,亥,水
2015-02_W9,0.006529248616372496,3,壬,申,水
2015-03_W10,-0.004152921774082952,5,丁,丑,火
2015-03_W11,0.008041301553443935,5,甲,申,木
2015-03_W12,0.014119976312885908,5,辛,卯,金
2015-03_W13,0.004086553644517798,5,戊,戌,土
2015-03_W14,0.00782666914849739,2,乙,巳,木
2015-04_W14,0.010227934157314822,3,丁,未,火
2015-04_W15,0.010932132097846853,4,癸,丑,水
2015-04_W16,0.012347173221651042,5,己,未,土
2015-04_W17,0.005024389006086105,5,丙,寅,火
2015-04_W18,0.0028518680756387804,4,癸,酉,水
2015-05_W19,-0.010574626301458645,5,庚,辰,金
2015-05_W20,0.004971731485011821,5,丁,亥,火
2015-05_W21,0.015789787657649025,5,甲,午,木
2015-05_W22,-0.0013818223113087446,5,辛,丑,金
2015-06_W23,0.017360178723204122,5,戊,申,土
2015-06_W24,0.005680244734669082,5,乙,卯,木
2015-06_W25,-0.02782279667830858,5,壬,戌,水
2015-06_W26,-0.015459942981402519,4,庚,午,金
2015-06_W27,0.010981058669315258,2,丙,子,火
2015-07_W27,-0.04824900232314636,3,戊,寅,土
2015-07_W28,0.011052653005161872,5,癸,未,水
2015-07_W29,0.004346819646888056,5,庚,寅,金
2015-07_W30,0.005745209603090462,5,丁,酉,火
2015-07_W31,-0.020107296350725213,5,甲,辰,木
2015-08_W32,0.004576827689646445,5,辛,亥,金
2015-08_W33,0.011753105237735272,5,戊,午,土
2015-08_W34,-0.023801626062058157,5,乙,丑,木
2015-08_W35,-0.01445734029914918,5,壬,申,水
2015-08_W36,-0.008156294955682375,1,己,卯,土
2015-09_W36,-0.007158369105653095,2,庚,辰,金
2015-09_W37,0.0027397372594061497,5,丙,戌,火
2015-09_W38,-0.006021139339855508,5,癸,巳,水
2015-09_W39,-0.0002342056728087183,5,庚,子,金
2015-09_W40,-0.006355157521826638,2,戊,申,土
2015-10_W41,0.021165013957363032,2,丁,巳,火
2015-10_W42,0.01286406160179272,5,辛,酉,金
2015-10_W43,0.001385255962525167,5,戊,辰,土
2015-10_W44,-0.0017243506205086635,5,乙,亥,木
2015-11_W45,0.012184914621926191,5,壬,午,水
2015-11_W46,-0.00046395564828953794,5,己,丑,土
2015-11_W47,0.0027899583501444615,5,丙,申,火
2015-11_W48,-0.010670815376789,5,癸,卯,水
2015-11_W49,0.0026487768977299098,1,庚,戌,金
2015-12_W49,0.005835309630898899,4,辛,亥,金
2015-12_W50,-0.005153201009307384,5,丁,巳,火
2015-12_W51,0.008331166929497846,5,甲,子,木
2015-12_W52,0.0027565610350742896,5,辛,未,金
2015-12_W53,-0.006083966137650776,4,戊,寅,土
2016-01_W1,-0.01989636698667141,5,乙,酉,木
2016-01_W2,-0.01824869538133882,5,壬,辰,水
2016-01_W3,0.0013087720811149062,5,己,亥,土
2016-01_W4,-0.012045107495536911,5,丙,午,火
2016-02_W5,0.0019934443871784334,5,癸,丑,水
2016-02_W7,0.006988711615069332,5,丁,卯,火
2016-02_W8,-0.006091392890639513,5,甲,戌,木
2016-02_W9,-0.028632087915264948,1,辛,巳,金
2016-03_W10,-0.004425929009702845,5,戊,子,土
2016-03_W11,0.010126073508602618,5,乙,未,木
2016-03_W12,0.0017185902543561892,5,壬,寅,水
2016-03_W13,0.0021673505954405425,4,己,酉,土
2016-03_W9,0.01700212803784551,4,壬,午,水
2016-04_W13,0.0018692273250076052,1,癸,丑,水
2016-04_W14,-0.001991817963613335,4,丁,巳,火
2016-04_W15,0.00619712373020862,5,癸,亥,水
2016-04_W16,-0.007796150970446614,5,庚,午,金
2016-04_W17,-0.0014103406479254676,5,丁,丑,火
2016-05_W18,-0.001998410741000184,4,乙,酉,木
2016-05_W19,-0.005922539155532891,5,辛,卯,金
2016-05_W20,-8.672486044860594e-05,5,戊,戌,土
2016-05_W21,-0.0003029469263233997,5,乙,巳,木
2016-05_W22,0.01693044445223557,2,壬,子,水
2016-06_W22,0.002518774340862969,3,甲,寅,木
2016-06_W23,-0.0013076087734986326,3,己,未,土
2016-06_W24,-0.0027584391288452805,5,丙,寅,火
2016-06_W25,-0.002118435064849855,5,癸,酉,水
2016-06_W26,0.006547213524250611,4,庚,辰,金
2016-07_W26,0.0009796539193325238,1,甲,申,木
2016-07_W27,0.0038078792065549204,5,丁,亥,火
2016-07_W28,0.004417724181455385,5,甲,午,木
2016-07_W29,-0.0027233883551095904,5,辛,丑,金
2016-07_W30,-0.002182370111579135,5,戊,申,土
2016-08_W31,-0.0001650814324062555,5,乙,卯,木
2016-08_W32,0.004951543274218628,5,壬,戌,水
2016-08_W33,0.0037919612827869154,5,己,巳,土
2016-08_W34,-0.0024374675648325627,5,丙,子,火
2016-08_W35,0.001646638211436957,3,癸,未,水
2016-09_W35,-0.0029346527966886415,2,丙,戌,火
2016-09_W36,0.000755768562311876,5,庚,寅,金
2016-09_W37,-0.008266638509132784,3,丁,酉,火
2016-09_W38,0.0020670588450449,5,甲,辰,木
2016-09_W39,-0.0018959414501323658,5,辛,亥,金
2016-10_W41,0.003920514519610019,5,乙,丑,木
2016-10_W42,0.0017888103798991083,5,壬,申,水
2016-10_W43,0.0008785265784378105,5,己,卯,土
2016-10_W44,-0.001217033312179594,1,丙,戌,火
2016-11_W44,0.0020139902873630156,4,丁,亥,火
2016-11_W45,0.004506994331650649,5,癸,巳,水
2016-11_W46,-0.00019496221782431267,5,庚,子,金
2016-11_W47,0.004300497702367223,5,丁,未,火
2016-11_W48,-0.0011977521684792825,3,甲,寅,木
2016-12_W48,-0.0009202181853392721,2,丁,巳,火
2016-12_W49,-0.0006535870790705722,5,辛,酉,金
2016-12_W50,-0.006847296906178557,5,戊,辰,土
2016-12_W51,-0.0007993986298036937,5,乙,亥,木
2016-12_W52,-0.00041470682775444077,5,壬,午,水
2017-01_W1,0.004071787987344616,4,庚,寅,金
2017-01_W2,-0.002638865712111449,5,丙,申,火
2017-01_W3,0.0006732405055561941,5,癸,卯,水
2017-01_W4,0.0028719515744605184,4,庚,戌,金
2017-02_W5,-0.006012979374936278,1,辛,酉,金
2017-02_W6,0.0035777062003973905,5,甲,子,木
2017-02_W7,0.0003503117868240979,5,辛,未,金
2017-02_W8,0.003199405432595337,5,戊,寅,土
2017-02_W9,-0.0017826850789067206,2,乙,酉,木
2017-03_W10,-0.0003366418942197802,5,壬,辰,水
2017-03_W11,0.0015530439644374284,5,己,亥,土
2017-03_W12,0.0019765971090117017,5,丙,午,火
2017-03_W13,-0.0028777948216150762,5,癸,丑,水
2017-03_W9,-0.0024098608348022874,3,丁,亥,火
2017-04_W14,0.006604119853350039,3,壬,戌,水
2017-04_W15,-0.002466001041138077,5,丁,卯,火
2017-04_W16,-0.00452538513706886,5,甲,戌,木
2017-04_W17,-0.0011479087212048489,5,辛,巳,金
2017-05_W18,-0.004113803483010714,4,己,丑,土
2017-05_W19,-0.00124203505236804,5,乙,未,木
2017-05_W20,0.00046989165529824904,5,壬,寅,水
2017-05_W21,0.00127793086927801,5,己,酉,土
2017-05_W22,0.002289024098899528,1,戊,午,土
2017-06_W22,-0.0018645575891271804,2,己,未,土
2017-06_W23,0.0033954481734418396,5,癸,亥,水
2017-06_W24,-0.0022319731115475693,5,庚,午,金
2017-06_W25,0.0022195937419762224,5,丁,丑,火
2017-06_W26,0.002190019221737183,5,甲,申,木
2017-07_W27,0.0016012364112363065,5,辛,卯,金
2017-07_W28,0.00028277982616837783,5,戊,戌,土
2017-07_W29,0.0010061407371879216,5,乙,巳,木
2017-07_W30,0.0009424983543615984,5,壬,子,水
2017-07_W31,0.006082551548610038,1,己,未,土
2017-08_W31,-0.0008293366567344584,4,庚,申,金
2017-08_W32,-0.003277863592408803,5,丙,寅,火
2017-08_W33,0.003731316883874891,5,癸,酉,水
2017-08_W34,0.0038448309871159216,5,庚,辰,金
2017-08_W35,0.0021992249089435034,4,丁,亥,火
2017-09_W35,0.0018772260258688167,1,辛,卯,金
2017-09_W36,-0.00010642199016765996,5,甲,午,木
2017-09_W37,-0.0006864336192136777,5,辛,丑,金
2017-09_W38,-6.235530596658823e-05,5,戊,申,土
2017-09_W39,-0.00021184724096956487,5,乙,卯,木
2017-10_W41,0.0024747286914792,5,己,巳,土
2017-10_W42,-0.0006974319798307427,5,丙,子,火
2017-10_W43,0.002249369136404988,5,癸,未,水
2017-10_W44,-0.003431054164018288,2,庚,寅,金
2017-11_W44,-0.00212403713795258,3,壬,辰,水
2017-11_W45,0.0035913212744056455,5,丁,酉,火
2017-11_W46,-0.0029072909636554734,5,甲,辰,木
2017-11_W47,-0.0016667725044230864,5,辛,亥,金
2017-11_W48,-0.002728063986574658,4,戊,午,土
2017-12_W48,0.00012932640537721696,1,壬,戌,水
2017-12_W49,-0.0016631146011187648,5,乙,丑,木
2017-12_W50,-0.0014182580259744614,5,壬,申,水
2017-12_W51,0.0018947286097115157,5,己,卯,土
2017-12_W52,0.0006343889317028895,5,丙,戌,火
2018-01_W1,0.006340557577859396,4,甲,午,木
2018-01_W2,0.0021847365630804916,5,庚,子,金
2018-01_W3,0.003425899806723809,5,丁,未,火
2018-01_W4,0.004010122990637588,5,甲,寅,木
2018-01_W5,-0.007287459885204776,3,辛,酉,金
2018-02_W5,-0.0026723046123648952,2,甲,子,木
2018-02_W6,-0.01983375886561114,5,戊,辰,土
2018-02_W7,0.007329955575356835,3,乙,亥,木
2018-02_W8,0.01397718507855683,2,乙,酉,木
2018-02_W9,-0.002952144810066041,3,己,丑,土
2018-03_W10,0.0032277988747456466,5,丙,申,火
2018-03_W11,-0.0022541779029178867,5,癸,卯,水
2018-03_W12,-0.007171553801674446,5,庚,戌,金
2018-03_W13,0.0010710122300112257,5,丁,巳,火
2018-03_W9,-0.0007356763913674014,2,壬,辰,水
2018-04_W14,-0.003985696692973217,3,甲,子,木
2018-04_W15,0.0018196601308806625,5,辛,未,金
2018-04_W16,-0.00553935370850398,5,戊,寅,土
2018-04_W17,0.0007547550662867942,5,乙,酉,木
2018-05_W18,0.0009589116344150458,3,甲,午,木
2018-05_W19,0.0046511765283835825,5,己,亥,土
2018-05_W20,0.001917259214936462,5,丙,午,火
2018-05_W21,-0.0032555353644568184,5,癸,丑,水
2018-05_W22,-0.003550419994205245,4,庚,申,金
2018-06_W22,-0.006569914656042952,1,甲,子,木
2018-06_W23,-0.0004929677060471649,5,丁,卯,火
2018-06_W24,-0.0029471508030901373,5,甲,戌,木
2018-06_W25,-0.010967905054645372,4,壬,午,水
2018-06_W26,-0.0028708145200697865,5,戊,子,土
2018-07_W27,-0.007076736095608105,5,乙,未,木
2018-07_W28,0.006160284228856705,5,壬,寅,水
2018-07_W29,-8.268454638049594e-05,5,己,酉,土
2018-07_W30,0.0031522896020605095,5,丙,辰,火
2018-07_W31,0.0004904385432037972,2,癸,亥,水
2018-08_W31,-0.016000965466921535,3,乙,丑,木
2018-08_W32,0.004104823819382708,5,庚,午,金
2018-08_W33,-0.009182743905398505,5,丁,丑,火
2018-08_W34,0.004516189898232858,5,甲,申,木
2018-08_W35,-0.00025522023942001757,5,辛,卯,金
2018-09_W36,-0.0016466939140817205,5,戊,戌,土
2018-09_W37,-0.0015051553197590107,5,乙,巳,木
2018-09_W38,0.008577832533783969,5,壬,子,水
2018-09_W39,0.0021560762241725207,4,庚,申,金
2018-10_W41,-0.015376643793309719,5,癸,酉,水
2018-10_W42,-0.0041918831934913085,5,庚,辰,金
2018-10_W43,0.003974966788454349,5,丁,亥,火
2018-10_W44,0.000632552071303342,3,甲,午,木
2018-11_W44,0.014138695675017132,2,丁,酉,火
2018-11_W45,-0.0058577590554607095,5,辛,丑,金
2018-11_W46,0.00613211185996263,5,戊,申,土
2018-11_W47,-0.007460561530325105,5,乙,卯,木
2018-11_W48,0.0007090173925049737,5,壬,戌,水
2018-12_W49,0.0014623548760722472,5,己,巳,土
2018-12_W50,-0.0008868555048288318,5,丙,子,火
