周标签,收益率,天数,天干,地支,五行_干
2012-12_W51,0.0036387851518219438,5,壬,子,水
2012-12_W52,0.011662107227803342,5,己,未,土
2013-01_W1,-0.011936463999394964,1,庚,午,金
2013-01_W2,0.007407690621806751,5,癸,酉,水
2013-01_W3,0.01497853020928408,5,庚,辰,金
2013-01_W4,-0.006200816277778243,5,丁,亥,火
2013-01_W5,0.004410768857728953,4,甲,午,木
2013-02_W5,0.008193246177537583,1,戊,戌,土
2013-02_W6,0.010261815568781918,5,辛,丑,金
2013-02_W8,0.004004273885236409,5,乙,卯,木
2013-02_W9,0.006666261667461482,4,壬,戌,水
2013-03_W10,-0.004347404865317328,5,己,巳,土
2013-03_W11,-0.002359483878420443,5,丙,子,火
2013-03_W12,0.006599830932566886,5,癸,未,水
2013-03_W13,-0.0035172387574302854,5,庚,寅,金
2013-03_W9,0.02763458155023546,1,丙,寅,火
2013-04_W14,-0.011997816127318983,3,丁,酉,火
2013-04_W15,0.0028056022656195003,5,甲,辰,木
2013-04_W16,0.010633317335932202,5,辛,亥,金
2013-04_W17,-0.0003262285941449283,5,戊,午,土
2013-05_W18,0.027631609525539558,2,戊,辰,土
2013-05_W19,0.010300712386242795,5,壬,申,水
2013-05_W20,0.0071759984071976925,5,己,卯,土
2013-05_W21,0.009916411886323728,5,丙,戌,火
2013-05_W22,-2.8747278797980336e-05,5,癸,巳,水
2013-06_W23,-0.008010917935419016,5,庚,子,金
2013-06_W24,0.01846383359918624,2,庚,戌,金
2013-06_W25,-0.008012428399106408,5,甲,寅,木
2013-06_W26,-0.0020816127919425,5,辛,酉,金
2013-07_W27,0.009214154134606977,5,戊,辰,土
2013-07_W28,0.007413401830128219,5,乙,亥,木
2013-07_W29,0.0037424567438780532,5,壬,午,水
2013-07_W30,0.007853995664110292,5,己,丑,土
2013-07_W31,-0.0069866572316375315,3,丙,申,火
2013-08_W31,0.024204038974787012,2,己,亥,土
2013-08_W32,-0.0026363967701888537,5,癸,卯,水
2013-08_W33,-0.006892013736081282,5,庚,戌,金
2013-08_W34,0.015103797005562126,5,丁,巳,火
2013-08_W35,-0.005586912497127128,5,甲,子,木
2013-09_W36,0.015988231982068734,5,辛,未,金
2013-09_W37,-0.0044198926180542,5,戊,寅,土
2013-09_W38,0.009607325371331984,3,乙,酉,木
2013-09_W39,0.005336170875297586,5,壬,辰,水
2013-09_W40,0.03335425859238739,1,己,亥,土
2013-10_W41,0.0023483859458489076,4,丁,未,火
2013-10_W42,-0.004172036258509171,5,癸,丑,水
2013-10_W43,-0.011923223226454161,5,庚,申,金
2013-10_W44,-0.006557605316680315,4,丁,卯,火
2013-11_W44,-0.011001533723711265,1,辛,未,金
2013-11_W45,-0.001638513098461769,5,甲,戌,木
2013-11_W46,0.00949900087834472,5,辛,巳,金
2013-11_W47,0.004092344995374852,5,戊,子,土
2013-11_W48,0.010923574974107387,5,乙,未,木
2013-12_W1,0.003932267077219442,2,庚,午,金
2013-12_W49,-0.024072300700404135,5,壬,寅,水
2013-12_W50,0.011665751186332595,5,己,酉,土
2013-12_W51,-0.0038412180845580845,5,丙,辰,火
2013-12_W52,0.006509552363812765,5,癸,亥,水
2014-01_W1,0.018387527959904282,2,癸,酉,水
2014-01_W2,0.0003821291050368547,5,丁,丑,火
2014-01_W3,0.00625506964212621,5,甲,申,木
2014-01_W4,0.012540524954339017,5,辛,卯,金
2014-01_W5,0.002759786824179692,3,戊,戌,土
2014-02_W6,0.02416261116571894,1,己,酉,土
2014-02_W7,-0.0019919720780588344,5,壬,子,水
2014-02_W8,0.0006343111692636682,5,己,未,土
2014-02_W9,-0.011117182242113933,5,丙,寅,火
2014-03_W10,0.003598777237957407,5,癸,酉,水
2014-03_W11,-0.003458419477460373,5,庚,辰,金
2014-03_W12,-0.0017651419067219898,5,丁,亥,火
2014-03_W13,-0.012743660277630697,5,甲,午,木
2014-03_W14,-0.0020293122886133608,1,辛,丑,金
2014-04_W14,0.0036729523715477164,4,壬,寅,水
2014-04_W15,0.003219300408682235,4,己,酉,土
2014-04_W16,0.0019922333238215017,5,乙,卯,木
2014-04_W17,-0.012715082576365,5,壬,戌,水
2014-04_W18,-0.002091130889875744,3,己,巳,土
2014-05_W19,-0.0037648538051024303,5,丙,子,火
2014-05_W20,-0.005057550484060269,5,癸,未,水
2014-05_W21,0.011107973687726336,5,庚,寅,金
2014-05_W22,0.0035313855351766232,5,丁,酉,火
2014-06_W23,0.006138377962118191,4,乙,巳,木
2014-06_W24,0.0048279132849662785,5,辛,亥,金
2014-06_W25,-0.00703013471535725,5,戊,午,土
2014-06_W26,0.008148498762251011,5,乙,丑,木
2014-06_W27,0.011445008874472196,1,壬,申,水
2014-07_W27,0.0012451874996677048,4,癸,酉,水
2014-07_W28,-0.007461118528138666,5,己,卯,土
2014-07_W29,-0.007945437992168358,5,丙,戌,火
2014-07_W30,-0.0029667398018633274,5,癸,巳,水
2014-07_W31,0.011266272424981405,4,庚,子,金
2014-08_W31,-0.013838148844515286,1,甲,辰,木
2014-08_W32,0.007690796512486342,5,丁,未,火
2014-08_W33,0.0022048448748656522,5,甲,寅,木
2014-08_W34,0.009812958364605584,5,辛,酉,金
2014-08_W35,-0.005056235140983745,5,戊,辰,土
2014-09_W36,0.009042716969354481,5,乙,亥,木
2014-09_W37,0.005706031253671251,4,癸,未,水
2014-09_W38,-0.0031727573476392212,5,己,丑,土
2014-09_W39,0.0016663804790104208,5,丙,申,火
2014-09_W40,0.009717850870127664,2,癸,卯,水
2014-10_W41,0.0028976541043523505,3,壬,子,水
2014-10_W42,-0.005600395179051243,5,丁,巳,火
2014-10_W43,-0.004410820920728642,5,甲,子,木
2014-10_W44,0.004831765451294001,5,辛,未,金
2014-11_W45,0.0012750381523755072,5,戊,寅,土
2014-11_W46,-0.01080066448139334,5,乙,酉,木
2014-11_W47,0.008723496842498134,5,壬,辰,水
2014-11_W48,0.008649996061478182,5,己,亥,土
2014-12_W1,-0.014034137721271453,3,甲,戌,木
2014-12_W49,0.0015583330513481819,5,丙,午,火
2014-12_W50,0.005629560631973907,5,癸,丑,水
2014-12_W51,-0.0032206583728397577,5,庚,申,金
2014-12_W52,-0.00745244566396106,5,丁,卯,火
2015-01_W2,0.011063826809209388,5,辛,巳,金
2015-01_W3,0.0109866312186927,5,戊,子,土
2015-01_W4,0.007212751781625415,5,乙,未,木
2015-01_W5,-0.001865128341753164,5,壬,寅,水
2015-02_W6,0.006087904344019868,5,己,酉,土
2015-02_W7,0.010770962407994711,5,丙,辰,火
2015-02_W8,0.018873061652383782,2,癸,亥,水
2015-02_W9,0.00600480630249615,3,壬,申,水
2015-03_W10,0.002676707941089762,5,丁,丑,火
2015-03_W11,0.011895217011616489,5,甲,申,木
2015-03_W12,0.013706367237273009,5,辛,卯,金
2015-03_W13,0.010096931018628186,5,戊,戌,土
2015-03_W14,0.0025827358587824367,2,乙,巳,木
2015-04_W14,0.02440573453100144,3,丁,未,火
2015-04_W15,0.004411951971824646,4,癸,丑,水
2015-04_W16,-0.006816237553542459,5,己,未,土
2015-04_W17,0.02135737818981409,5,丙,寅,火
2015-04_W18,0.011332661151495976,4,癸,酉,水
2015-05_W19,0.008401570878917663,5,庚,辰,金
2015-05_W20,0.011720120369759645,5,丁,亥,火
2015-05_W21,0.022695360442490077,5,甲,午,木
2015-05_W22,0.0020903250563212073,5,辛,丑,金
2015-06_W23,0.019027427868221113,5,戊,申,土
2015-06_W24,0.0010706581629827071,5,乙,卯,木
2015-06_W25,-0.031231274654819296,5,壬,戌,水
2015-06_W26,-0.030175414928850675,4,庚,午,金
2015-06_W27,-0.008148700755181648,2,丙,子,火
2015-07_W27,-0.030407217111591518,3,戊,寅,土
2015-07_W28,-0.004616979760913731,5,癸,未,水
2015-07_W29,0.019588222950333134,5,庚,寅,金
2015-07_W30,0.008248776083245323,5,丁,酉,火
2015-07_W31,-0.025208483592682306,5,甲,辰,木
2015-08_W32,0.0037661347134782864,5,辛,亥,金
2015-08_W33,0.007777143816304855,5,戊,午,土
2015-08_W34,-0.02554216040295172,5,乙,丑,木
2015-08_W35,-0.02145991398949909,5,壬,申,水
2015-08_W36,-0.04094808954702012,1,己,卯,土
2015-09_W36,-0.0360042365600719,2,庚,辰,金
2015-09_W37,0.02152109743985453,5,丙,戌,火
2015-09_W38,-0.006153415682436348,5,癸,巳,水
2015-09_W39,0.004177995378941879,5,庚,子,金
2015-09_W40,0.015410575783481706,2,戊,申,土
2015-10_W41,0.031855296803521505,2,丁,巳,火
2015-10_W42,0.020388696300368703,5,辛,酉,金
2015-10_W43,0.008061076652285993,5,戊,辰,土
2015-10_W44,-0.004673212879102939,5,乙,亥,木
2015-11_W45,0.014829276183723827,5,壬,午,水
2015-11_W46,0.0038124515549682546,5,己,丑,土
2015-11_W47,0.006936651292590445,5,丙,申,火
2015-11_W48,-0.010447189285932645,5,癸,卯,水
2015-11_W49,0.008692419467456691,1,庚,戌,金
2015-12_W49,0.002027023934602745,4,辛,亥,金
2015-12_W50,-0.0014718090448383903,5,丁,巳,火
2015-12_W51,0.011671338460560987,5,甲,子,木
2015-12_W52,-0.0024842212845806568,5,辛,未,金
2015-12_W53,-0.00717824265516534,4,戊,寅,土
2016-01_W1,-0.0359597023414399,5,乙,酉,木
2016-01_W2,-0.01146938788529044,5,壬,辰,水
2016-01_W3,0.0038578117031873083,5,己,亥,土
2016-01_W4,-0.013984833369166293,5,丙,午,火
2016-02_W5,0.010286590505774162,5,癸,丑,水
2016-02_W7,0.010779887262014242,5,丁,卯,火
2016-02_W8,-0.0179161343419737,5,甲,戌,木
2016-02_W9,-0.06663291842852326,1,辛,巳,金
2016-03_W10,0.003071760877372709,5,戊,子,土
2016-03_W11,0.024369920351569374,5,乙,未,木
2016-03_W12,0.003588809327731979,5,壬,寅,水
2016-03_W13,0.0028024400071565148,4,己,酉,土
2016-03_W9,0.00413121602974581,4,壬,午,水
2016-04_W13,-0.014706342263678507,1,癸,丑,水
2016-04_W14,0.002979783865960234,4,丁,巳,火
2016-04_W15,0.007128970696448267,5,癸,亥,水
2016-04_W16,-0.015141230085417812,5,庚,午,金
2016-04_W17,0.0001994669534975513,5,丁,丑,火
2016-05_W18,-0.0007141416638411779,4,乙,酉,木
2016-05_W19,-0.009872505286814137,5,辛,卯,金
2016-05_W20,0.004071016434739927,5,戊,戌,土
2016-05_W21,0.0004960622485189692,5,乙,巳,木
2016-05_W22,0.02185513277791873,2,壬,子,水
2016-06_W22,0.006925826117622084,3,甲,寅,木
2016-06_W23,-0.0027929082404809145,3,己,未,土
2016-06_W24,-0.005387890394123973,5,丙,寅,火
2016-06_W25,0.0005046390039409543,5,癸,酉,水
2016-06_W26,0.011669518241983895,4,庚,辰,金
2016-07_W26,-0.007457162723074284,1,甲,申,木
2016-07_W27,0.0025317669453790216,5,丁,亥,火
2016-07_W28,0.0022723357104264875,5,甲,午,木
2016-07_W29,-0.001201420234064976,5,辛,丑,金
2016-07_W30,-0.011332931392909052,5,戊,申,土
2016-08_W31,-0.0012258979872129094,5,乙,卯,木
2016-08_W32,0.001461031775804078,5,壬,戌,水
2016-08_W33,0.0075677999866223585,5,己,巳,土
2016-08_W34,-0.0013067266745617756,5,丙,子,火
2016-08_W35,0.0003066207470655928,3,癸,未,水
2016-09_W35,-0.004779282715208277,2,丙,戌,火
2016-09_W36,0.002986559265728883,5,庚,寅,金
2016-09_W37,-0.008842116304705772,3,丁,酉,火
2016-09_W38,0.0011259085844769422,5,甲,辰,木
2016-09_W39,-0.0005809915664399812,5,辛,亥,金
2016-10_W41,0.004158903365156274,5,乙,丑,木
2016-10_W42,-0.0011674315714489624,5,壬,申,水
2016-10_W43,-0.0014128061722885389,5,己,卯,土
2016-10_W44,-0.0026197993657618435,1,丙,戌,火
2016-11_W44,-0.0016532707639630162,4,丁,亥,火
2016-11_W45,0.00021257034990695978,5,癸,巳,水
2016-11_W46,0.0010283216067304979,5,庚,子,金
2016-11_W47,0.0009191059619707564,5,丁,未,火
2016-11_W48,0.0023979062328604397,3,甲,寅,木
2016-12_W48,-0.009073719949370007,2,丁,巳,火
2016-12_W49,-0.004078884830967011,5,辛,酉,金
2016-12_W50,-0.009592933218200761,5,戊,辰,土
2016-12_W51,-0.0033658904626216344,5,乙,亥,木
2016-12_W52,-0.0002460517543988017,5,壬,午,水
2017-01_W1,0.0004173494189153304,4,庚,寅,金
2017-01_W2,-0.006702372971272008,5,丙,申,火
2017-01_W3,-0.0018019112143904392,5,癸,卯,水
2017-01_W4,0.0007653752392421387,4,庚,戌,金
2017-02_W5,-0.005021121473922641,1,辛,酉,金
2017-02_W6,0.002984476916160861,5,甲,子,木
2017-02_W7,-0.0022863990904283815,5,辛,未,金
2017-02_W8,0.005845899558252654,5,戊,寅,土
2017-02_W9,-0.0029099740081652836,2,乙,酉,木
2017-03_W10,0.0022854189844185636,5,壬,辰,水
2017-03_W11,-1.030677374540545e-05,5,己,亥,土
2017-03_W12,0.001594550967958175,5,丙,午,火
2017-03_W13,-0.0059167895091263075,5,癸,丑,水
2017-03_W9,0.000205052715898546,3,丁,亥,火
2017-04_W14,0.006755624219766905,3,壬,戌,水
2017-04_W15,-0.006052466179458848,5,丁,卯,火
2017-04_W16,-0.005174563021738243,5,甲,戌,木
2017-04_W17,0.0013161047828921025,5,辛,巳,金
2017-05_W18,-0.004416126559194239,4,己,丑,土
2017-05_W19,-0.0047873047542230426,5,乙,未,木
2017-05_W20,0.0030095560808926836,5,壬,寅,水
2017-05_W21,-0.004601817757226167,5,己,酉,土
2017-05_W22,0.0023283277412549097,1,戊,午,土
2017-06_W22,-0.004945898079900979,2,己,未,土
2017-06_W23,0.005715101381391996,5,癸,亥,水
2017-06_W24,0.00159195903230962,5,庚,午,金
2017-06_W25,-0.0002643553906723106,5,丁,丑,火
2017-06_W26,0.0011852549521509602,5,甲,申,木
2017-07_W27,0.001914921238573042,5,辛,卯,金
2017-07_W28,-0.009960462938603264,5,戊,戌,土
2017-07_W29,-0.006167342565180101,5,乙,巳,木
2017-07_W30,0.005264258782727538,5,壬,子,水
2017-07_W31,0.001283682241934203,1,己,未,土
2017-08_W31,-0.002391306128039866,4,庚,申,金
2017-08_W32,0.0026447578988615826,5,丙,寅,火
2017-08_W33,0.009056312416241784,5,癸,酉,水
2017-08_W34,-0.0009594666392106266,5,庚,辰,金
2017-08_W35,0.00502807642334871,4,丁,亥,火
2017-09_W35,0.00858179962030503,1,辛,卯,金
2017-09_W36,0.0021591206138835252,5,甲,午,木
2017-09_W37,-0.0010145980237799446,5,辛,丑,金
2017-09_W38,-0.0009516297660520312,5,戊,申,土
2017-09_W39,8.663235495465216e-05,5,乙,卯,木
2017-10_W41,0.006293792573463209,5,己,巳,土
2017-10_W42,-0.004755209275904693,5,丙,子,火
2017-10_W43,0.0017153419668182845,5,癸,未,水
2017-10_W44,-0.006892063558397776,2,庚,寅,金
2017-11_W44,-0.006588235967606974,3,壬,辰,水
2017-11_W45,0.007279420418668803,5,丁,酉,火
2017-11_W46,-0.007062548934986946,5,甲,辰,木
2017-11_W47,-0.0055404437206291405,5,辛,亥,金
2017-11_W48,-0.0016635243851003678,4,戊,午,土
2017-12_W48,0.019386522751485336,1,壬,戌,水
2017-12_W49,-0.0013067119791159599,5,乙,丑,木
2017-12_W50,-0.0008766664192405127,5,壬,申,水
2017-12_W51,-0.000496728654739842,5,己,卯,土
2017-12_W52,-0.0029965261666024647,5,丙,戌,火
2018-01_W1,0.006900678606870825,4,甲,午,木
2018-01_W2,-0.0017304614078739622,5,庚,子,金
2018-01_W3,-0.0064541469376061976,5,丁,未,火
2018-01_W4,0.010125405224590867,5,甲,寅,木
2018-01_W5,-0.015195414805624696,3,辛,酉,金
2018-02_W5,-0.009371232609563018,2,甲,子,木
2018-02_W6,-0.012918523780448577,5,戊,辰,土
2018-02_W7,0.01136683650411352,3,乙,亥,木
2018-02_W8,0.006748960786868763,2,乙,酉,木
2018-02_W9,0.016750004679920716,3,己,丑,土
2018-03_W10,0.009457448465726182,5,丙,申,火
2018-03_W11,-0.003746982840469948,5,癸,卯,水
2018-03_W12,-0.010420487167421433,5,庚,戌,金
2018-03_W13,0.01958444215277122,5,丁,巳,火
2018-03_W9,0.005342959837163153,2,壬,辰,水
2018-04_W14,-0.011261308968214015,3,甲,子,木
2018-04_W15,-0.001331132201583074,5,辛,未,金
2018-04_W16,-0.0044473528254320716,5,戊,寅,土
2018-04_W17,0.0027285555168251817,5,乙,酉,木
2018-05_W18,0.0017452835050455102,3,甲,午,木
2018-05_W19,0.0022563152825864964,5,己,亥,土
2018-05_W20,0.0002487848397682457,5,丙,午,火
2018-05_W21,-0.003451243551130112,5,癸,丑,水
2018-05_W22,-0.008442003291915051,4,庚,申,金
2018-06_W22,-0.019610114563900716,1,甲,子,木
2018-06_W23,0.0003132511452539566,5,丁,卯,火
2018-06_W24,-0.00822960841255176,5,甲,戌,木
2018-06_W25,-0.01383894765489041,4,壬,午,水
2018-06_W26,0.007442333126655387,5,戊,子,土
2018-07_W27,-0.008168535172863044,5,乙,未,木
2018-07_W28,0.009984699106059102,5,壬,寅,水
2018-07_W29,-0.0010692661244590118,5,己,酉,土
2018-07_W30,-0.001830867245044754,5,丙,辰,火
2018-07_W31,-0.010433173872480939,2,癸,亥,水
2018-08_W31,-0.017297343083810996,3,乙,丑,木
2018-08_W32,0.004341784874672095,5,庚,午,金
2018-08_W33,-0.01036607966719032,5,丁,丑,火
2018-08_W34,0.0022388750542788882,5,甲,申,木
2018-08_W35,-0.0019209309626112114,5,辛,卯,金
2018-09_W36,-0.001350778256142604,5,戊,戌,土
2018-09_W37,-0.008308210067657718,5,乙,巳,木
2018-09_W38,0.006514271817026285,5,壬,子,水
2018-09_W39,8.859639856265145e-05,4,庚,申,金
2018-10_W41,-0.020763923513134563,5,癸,酉,水
2018-10_W42,-0.002648286802440358,5,庚,辰,金
2018-10_W43,0.0024263918738065106,5,丁,亥,火
2018-10_W44,0.003304443816882441,3,甲,午,木
2018-11_W44,0.02829593370941197,2,丁,酉,火
2018-11_W45,-0.003793168380491596,5,辛,丑,金
2018-11_W46,0.011976536756321465,5,戊,申,土
2018-11_W47,-0.013744457810357779,5,乙,卯,木
2018-11_W48,0.0032379220929638743,5,壬,戌,水
2018-12_W49,0.0019191118780458537,5,己,巳,土
2018-12_W50,-0.00450578811026261,5,丙,子,火
2018-12_W51,-0.006169014429532304,5,癸,未,水
2018-12_W52,-0.003097249514164413,5,庚,寅,金
2019-01_W1,-0.0012557802862450302,3,己,亥,土
2019-01_W2,0.0026534524909650027,5,甲,辰,木
2019-01_W3,0.001333761376867626,5,辛,亥,金
2019-01_W4,-0.0005869329596447148,5,戊,午,土
2019-01_W5,-0.007484121854499426,4,乙,丑,木
2019-02_W5,0.03525034446590691,1,己,巳,土
2019-02_W7,0.01334860730827272,5,己,卯,土
2019-02_W8,0.014263459085294628,5,丙,戌,火
2019-02_W9,0.013689084776988769,4,癸,巳,水
2019-03_W10,0.011054779751277754,5,庚,子,金
2019-03_W11,0.0015214877030895301,5,丁,未,火
2019-03_W12,0.0038210884013069046,5,甲,寅,木
2019-03_W13,0.00020940509769116212,5,辛,酉,金
2019-03_W9,0.0209633517399459,1,丁,酉,火
2019-04_W14,0.012267990701534087,4,戊,辰,土
2019-04_W15,-0.009296172903579869,5,乙,亥,木
2019-04_W16,0.0024390057960995692,5,壬,午,水
2019-04_W17,-0.006725682695278024,5,己,丑,土
2019-04_W18,-0.01020273053359666,2,丙,申,火
2019-05_W19,-0.010507426702984013,5,癸,卯,水
2019-05_W20,-0.007092012080510979,5,庚,戌,金
2019-05_W21,-0.004691438456179009,5,丁,巳,火
2019-05_W22,0.005580251183089757,5,甲,子,木
