周标签,收益率,天数,天干,地支,五行_干
2012-12_W52,0.008441551164994676,5,己,未,土
2013-01_W1,-0.0022397889361731593,1,庚,午,金
2013-01_W2,-0.0016990497889389999,5,癸,酉,水
2013-01_W3,0.009121998500824891,5,庚,辰,金
2013-01_W4,-0.001559723587008044,5,丁,亥,火
2013-01_W5,0.008294197089217553,4,甲,午,木
2013-02_W5,0.015786840927164203,1,戊,戌,土
2013-02_W6,0.003455840285736489,5,辛,丑,金
2013-02_W8,-0.01273204817980349,5,乙,卯,木
2013-02_W9,0.007468038523558179,4,壬,戌,水
2013-03_W10,-0.007334578907294919,5,己,巳,土
2013-03_W11,-0.004033371456382206,5,丙,子,火
2013-03_W12,0.005406003858457886,5,癸,未,水
2013-03_W13,-0.009853616465767078,5,庚,寅,金
2013-03_W9,0.0009031849612444187,1,丙,寅,火
2013-04_W14,0.002795141268145581,3,丁,酉,火
2013-04_W15,-0.0028915259849146445,5,甲,辰,木
2013-04_W16,0.0062490763215751425,5,辛,亥,金
2013-04_W17,-0.009292427921033219,5,戊,午,土
2013-05_W18,0.008968121848720645,2,戊,辰,土
2013-05_W19,0.005022716283473972,5,壬,申,水
2013-05_W20,0.003972467750908093,5,己,卯,土
2013-05_W21,0.0013021296387417225,5,丙,戌,火
2013-05_W22,-0.0009517224710640093,5,癸,巳,水
2013-06_W23,-0.01086013347349557,5,庚,子,金
2013-06_W24,-0.0161064837370124,2,庚,戌,金
2013-06_W25,-0.008142712563303744,5,甲,寅,木
2013-06_W26,-0.010622097175115308,5,辛,酉,金
2013-07_W27,0.004203890041479563,5,戊,辰,土
2013-07_W28,0.004346818826202359,5,乙,亥,木
2013-07_W29,-0.008718227073145646,5,壬,午,水
2013-07_W30,0.004765092222176892,5,己,丑,土
2013-07_W31,-0.003231821316957132,3,丙,申,火
2013-08_W31,0.012584697630227515,2,己,亥,土
2013-08_W32,0.004613014348019995,5,癸,卯,水
2013-08_W33,0.0006315897743633281,5,庚,戌,金
2013-08_W34,-1.0670247195654348e-05,5,丁,巳,火
2013-08_W35,0.0009396805831614729,5,甲,子,木
2013-09_W36,0.0019201871248850423,5,辛,未,金
2013-09_W37,0.009702288580798602,5,戊,寅,土
2013-09_W38,-0.007966810145502748,3,乙,酉,木
2013-09_W39,-7.133339399849614e-05,5,壬,辰,水
2013-09_W40,0.004989912412141528,1,己,亥,土
2013-10_W41,0.0065276503513690964,4,丁,未,火
2013-10_W42,-0.0034907715277830097,5,癸,丑,水
2013-10_W43,-0.004756355960112968,5,庚,申,金
2013-10_W44,0.0019980302942659844,4,丁,卯,火
2013-11_W44,0.0008662540463180157,1,辛,未,金
2013-11_W45,-0.007082532527290608,5,甲,戌,木
2013-11_W46,0.003753996782931357,5,辛,巳,金
2013-11_W47,0.0026537543713562872,5,戊,子,土
2013-11_W48,0.003075145281731162,5,乙,未,木
2013-12_W1,0.004577842142872823,2,庚,午,金
2013-12_W49,-0.00029614136716020755,5,壬,寅,水
2013-12_W50,-0.002253190781489933,5,己,酉,土
2013-12_W51,-0.011197419356453108,5,丙,辰,火
2013-12_W52,0.00215961751703313,5,癸,亥,水
2014-01_W1,-0.005758367583746482,2,癸,酉,水
2014-01_W2,-0.009614088174628655,5,丁,丑,火
2014-01_W3,-0.0026737516620561896,5,甲,申,木
2014-01_W4,0.00817392011259066,5,辛,卯,金
2014-01_W5,-0.006288704076226503,3,戊,戌,土
2014-02_W6,-0.011809653156309552,1,己,酉,土
2014-02_W7,0.006972571912389758,5,壬,子,水
2014-02_W8,-0.0033247112199101593,5,己,未,土
2014-02_W9,-0.009911834294952593,5,丙,寅,火
2014-03_W10,-0.0010033710889880477,5,癸,酉,水
2014-03_W11,-0.002322266654820715,5,庚,辰,金
2014-03_W12,0.00029034448774474254,5,丁,亥,火
2014-03_W13,-0.002097241068805711,5,甲,午,木
2014-03_W14,0.0033504661876166963,1,辛,丑,金
2014-04_W14,0.006162569508108368,4,壬,寅,水
2014-04_W15,0.007375770832498962,4,己,酉,土
2014-04_W16,-0.0034532138412407543,5,乙,卯,木
2014-04_W17,-0.0035326757895521644,5,壬,戌,水
2014-04_W18,-0.0004364965859775897,3,己,巳,土
2014-05_W19,-0.004137470157973677,5,丙,子,火
2014-05_W20,0.0022862236864436003,5,癸,未,水
2014-05_W21,-5.874581170473014e-06,5,庚,寅,金
2014-05_W22,0.003427232769060895,5,丁,酉,火
2014-06_W23,-0.004379377080842045,4,乙,巳,木
2014-06_W24,0.004582927213042276,5,辛,亥,金
2014-06_W25,-0.005593669314218985,5,戊,午,土
2014-06_W26,0.003240826626974491,5,乙,丑,木
2014-06_W27,0.004191518666897043,1,壬,申,水
2014-07_W27,-0.0003122817030834779,4,癸,酉,水
2014-07_W28,-0.0034312366696250818,5,己,卯,土
2014-07_W29,0.0014821111647058238,5,丙,戌,火
2014-07_W30,0.008650373176032122,5,癸,巳,水
2014-07_W31,0.01233619845717343,4,庚,子,金
2014-08_W31,-0.009542904045504064,1,甲,辰,木
2014-08_W32,0.0001598951197495868,5,丁,未,火
2014-08_W33,0.0024909577889070667,5,甲,寅,木
2014-08_W34,0.0019390774148794864,5,辛,酉,金
2014-08_W35,-0.00539635362272548,5,戊,辰,土
2014-09_W36,0.009337816707047164,5,乙,亥,木
2014-09_W37,-0.0020552916743133975,4,癸,未,水
2014-09_W38,-0.002395711106560916,5,己,丑,土
2014-09_W39,0.0007086346024819168,5,丙,申,火
2014-09_W40,0.0004624172048935393,2,癸,卯,水
2014-10_W41,0.005396859477613185,3,壬,子,水
2014-10_W42,-0.0014438951329617256,5,丁,巳,火
2014-10_W43,-0.005695551137186361,5,甲,子,木
2014-10_W44,0.007641807544682177,5,辛,未,金
2014-11_W45,0.00022797670204557363,5,戊,寅,土
2014-11_W46,0.002311054712837035,5,乙,酉,木
2014-11_W47,0.00016899230212317207,5,壬,辰,水
2014-11_W48,0.01561366129934516,5,己,亥,土
2014-12_W1,0.0066051660232702885,3,甲,戌,木
2014-12_W49,0.022704697059923527,5,丙,午,火
2014-12_W50,0.008281163872014918,5,癸,丑,水
2014-12_W51,0.0031778194648966586,5,庚,申,金
2014-12_W52,0.0034712144102675866,5,丁,卯,火
2015-01_W2,0.005808292226951894,5,辛,巳,金
2015-01_W3,0.003705754619972912,5,戊,子,土
2015-01_W4,-0.0010583026208150104,5,乙,未,木
2015-01_W5,-0.004951165020884973,5,壬,寅,水
2015-02_W6,-0.006406163665923903,5,己,酉,土
2015-02_W7,0.01182694285255934,5,丙,辰,火
2015-02_W8,0.011967586439808553,2,癸,亥,水
2015-02_W9,0.0012053455451099075,3,壬,申,水
2015-03_W10,-0.006167105278850516,5,丁,丑,火
2015-03_W11,0.0055909864990115075,5,甲,申,木
2015-03_W12,0.013869792644155754,5,辛,卯,金
2015-03_W13,0.005246372720086545,5,戊,戌,土
2015-03_W14,0.011147264626395648,2,乙,巳,木
2015-04_W14,0.008410763159178103,3,丁,未,火
2015-04_W15,0.00951537549799003,4,癸,丑,水
2015-04_W16,0.0020991663131339376,5,己,未,土
2015-04_W17,0.00650990320564151,5,丙,寅,火
2015-04_W18,0.0037873735042455448,4,癸,酉,水
2015-05_W19,-0.004350822988583869,5,庚,辰,金
2015-05_W20,0.0031002181988175614,5,丁,亥,火
2015-05_W21,0.01783298922070047,5,甲,午,木
2015-05_W22,0.0012425967791039882,5,辛,丑,金
2015-06_W23,0.018735298826370282,5,戊,申,土
2015-06_W24,0.0050931020525226915,5,乙,卯,木
2015-06_W25,-0.02736177729109728,5,壬,戌,水
2015-06_W26,-0.020864677940624354,4,庚,午,金
2015-06_W27,-0.0004675350223602992,2,丙,子,火
2015-07_W27,-0.05120810151148725,3,戊,寅,土
2015-07_W28,-0.002587337863667516,5,癸,未,水
2015-07_W29,0.016205755475739124,5,庚,寅,金
2015-07_W30,0.007873974615058055,5,丁,酉,火
2015-07_W31,-0.01678378150160966,5,甲,辰,木
2015-08_W32,0.006357360878101926,5,辛,亥,金
2015-08_W33,0.010831265472598873,5,戊,午,土
2015-08_W34,-0.023495621258917,5,乙,丑,木
2015-08_W35,-0.01777977914774522,5,壬,申,水
2015-08_W36,-0.023225286379735532,1,己,卯,土
2015-09_W36,-0.023625578939269587,2,庚,辰,金
2015-09_W37,0.008200474411493342,5,丙,戌,火
2015-09_W38,-0.010930694931768325,5,癸,巳,水
2015-09_W39,0.0013340432417664693,5,庚,子,金
2015-09_W40,0.004205655202041303,2,戊,申,土
2015-10_W41,0.027344921067742667,2,丁,巳,火
2015-10_W42,0.015524120794746854,5,辛,酉,金
2015-10_W43,0.00456408217231472,5,戊,辰,土
2015-10_W44,-0.000927547137104745,5,乙,亥,木
2015-11_W45,0.012610581715243364,5,壬,午,水
2015-11_W46,0.0021642840878426826,5,己,丑,土
2015-11_W47,0.004926533461567617,5,丙,申,火
2015-11_W48,-0.011545101029451743,5,癸,卯,水
2015-11_W49,0.006366484772277081,1,庚,戌,金
2015-12_W49,0.006056958184474409,4,辛,亥,金
2015-12_W50,-0.0031302587401513147,5,丁,巳,火
2015-12_W51,0.01127414223029466,5,甲,子,木
2015-12_W52,0.0023751727731475382,5,辛,未,金
2015-12_W53,-0.00603480897001904,4,戊,寅,土
2016-01_W1,-0.028707106087554023,5,乙,酉,木
2016-01_W2,-0.0163223886836797,5,壬,辰,水
2016-01_W3,0.002579397315162746,5,己,亥,土
2016-01_W4,-0.013422478274635385,5,丙,午,火
2016-02_W5,0.005494568548210043,5,癸,丑,水
2016-02_W7,0.010024893290248516,5,丁,卯,火
2016-02_W8,-0.011319639343821474,5,甲,戌,木
2016-02_W9,-0.04971001819149612,1,辛,巳,金
2016-03_W10,-0.003569107590035836,5,戊,子,土
2016-03_W11,0.01602174970444494,5,乙,未,木
2016-03_W12,0.004271144820973438,5,壬,寅,水
2016-03_W13,0.002973746213939532,4,己,酉,土
2016-03_W9,0.01219670689306962,4,壬,午,水
2016-04_W13,-0.0072424034005877935,1,癸,丑,水
2016-04_W14,0.0009395882900625485,4,丁,巳,火
2016-04_W15,0.006123554117351504,5,癸,亥,水
2016-04_W16,-0.010927450104662317,5,庚,午,金
2016-04_W17,-0.00018733205614833713,5,丁,丑,火
2016-05_W18,-0.000739109275917138,4,乙,酉,木
2016-05_W19,-0.0067761311855911496,5,辛,卯,金
2016-05_W20,0.001254398275713542,5,戊,戌,土
2016-05_W21,-4.00839463339242e-05,5,乙,巳,木
2016-05_W22,0.017735339547659545,2,壬,子,水
2016-06_W22,0.00603265471530771,3,甲,寅,木
2016-06_W23,-0.0009038090781983884,3,己,未,土
2016-06_W24,-0.002334089608262646,5,丙,寅,火
2016-06_W25,-0.0006364269931549815,5,癸,酉,水
2016-06_W26,0.008366214187616933,4,庚,辰,金
2016-07_W26,-0.0030085816072517035,1,甲,申,木
2016-07_W27,0.002934256622498821,5,丁,亥,火
2016-07_W28,0.003977673984314501,5,甲,午,木
2016-07_W29,-0.0021108521735520025,5,辛,丑,金
2016-07_W30,-0.007024896499449662,5,戊,申,土
2016-08_W31,0.0002804625363751256,5,乙,卯,木
2016-08_W32,0.0036178351798037854,5,壬,戌,水
2016-08_W33,0.006521397568174736,5,己,巳,土
2016-08_W34,-0.0032958700078075777,5,丙,子,火
2016-08_W35,0.0019954558569778382,3,癸,未,水
2016-09_W35,-0.0054701270050388495,2,丙,戌,火
2016-09_W36,0.002320738393511701,5,庚,寅,金
2016-09_W37,-0.009552884417785753,3,丁,酉,火
2016-09_W38,0.0029711355053676724,5,甲,辰,木
2016-09_W39,-0.0007418827516007864,5,辛,亥,金
2016-10_W41,0.003632070592955916,5,乙,丑,木
2016-10_W42,-0.0001688976460282321,5,壬,申,水
2016-10_W43,-0.0006890029218200588,5,己,卯,土
2016-10_W44,-0.0006286039344276517,1,丙,戌,火
2016-11_W44,-1.506527086614362e-05,4,丁,亥,火
2016-11_W45,0.0032782661771882495,5,癸,巳,水
2016-11_W46,0.00020757067976746592,5,庚,子,金
2016-11_W47,0.0026998935566289626,5,丁,未,火
2016-11_W48,-0.0007321417785381609,3,甲,寅,木
2016-12_W48,-0.004466071149447193,2,丁,巳,火
2016-12_W49,-0.00224619099652299,5,辛,酉,金
2016-12_W50,-0.00838807254671865,5,戊,辰,土
2016-12_W51,-0.0026085564134832318,5,乙,亥,木
2016-12_W52,-0.00044209477999275216,5,壬,午,水
2017-01_W1,0.002776086005375794,4,庚,寅,金
2017-01_W2,-0.005507316373210136,5,丙,申,火
2017-01_W3,-0.001927899729757976,5,癸,卯,水
2017-01_W4,0.0036717195154887527,4,庚,戌,金
2017-02_W5,-0.004696057023194311,1,辛,酉,金
2017-02_W6,0.0036104605597113482,5,甲,子,木
2017-02_W7,0.00024934185049434453,5,辛,未,金
2017-02_W8,0.0047871132621739145,5,戊,寅,土
2017-02_W9,-0.0024922074171497832,2,乙,酉,木
2017-03_W10,0.0010593764221304314,5,壬,辰,水
2017-03_W11,0.0012568859858206106,5,己,亥,土
2017-03_W12,0.002490284532738274,5,丙,午,火
2017-03_W13,-0.00409882341127743,5,癸,丑,水
2017-03_W9,0.00018949452568143657,3,丁,亥,火
2017-04_W14,0.007668909791653651,3,壬,戌,水
2017-04_W15,-0.002794134642270296,5,丁,卯,火
2017-04_W16,-0.003934196654126842,5,甲,戌,木
2017-04_W17,-0.0014968929306619972,5,辛,巳,金
2017-05_W18,-0.005166194125713119,4,己,丑,土
2017-05_W19,-0.004716719305167527,5,乙,未,木
2017-05_W20,0.0037522509008077964,5,壬,寅,水
2017-05_W21,-0.0022190396171438698,5,己,酉,土
2017-05_W22,0.0005691111500141233,1,戊,午,土
2017-06_W22,-0.0035004825122954553,2,己,未,土
2017-06_W23,0.00771062092328183,5,癸,亥,水
2017-06_W24,0.0002955284531756863,5,庚,午,金
2017-06_W25,0.00344632497604922,5,丁,丑,火
2017-06_W26,0.003153843442984039,5,甲,申,木
2017-07_W27,0.000656856647985471,5,辛,卯,金
2017-07_W28,-0.002584196837321939,5,戊,戌,土
2017-07_W29,-0.0010383205669258766,5,乙,巳,木
2017-07_W30,0.0014233696773973347,5,壬,子,水
2017-07_W31,0.006429047576254954,1,己,未,土
2017-08_W31,-0.0034343653543540964,4,庚,申,金
2017-08_W32,-0.001305355030926525,5,丙,寅,火
2017-08_W33,0.00623101401289119,5,癸,酉,水
2017-08_W34,0.0008659666517325082,5,庚,辰,金
2017-08_W35,0.003700212736048314,4,丁,亥,火
2017-09_W35,0.005908671311668279,1,辛,卯,金
2017-09_W36,0.0016613289066323977,5,甲,午,木
2017-09_W37,0.0016842438502567391,5,辛,丑,金
2017-09_W38,0.0001488449118473234,5,戊,申,土
2017-09_W39,0.00033847022926105643,5,乙,卯,木
2017-10_W41,0.0055841344859070665,5,己,巳,土
2017-10_W42,-0.002809452422795844,5,丙,子,火
2017-10_W43,0.0036390088883492045,5,癸,未,水
2017-10_W44,-0.00333187739890739,2,庚,寅,金
2017-11_W44,-0.004487234271560725,3,壬,辰,水
2017-11_W45,0.0075640181196315655,5,丁,酉,火
2017-11_W46,-0.006068605765679113,5,甲,辰,木
2017-11_W47,-0.0020662003565637523,5,辛,亥,金
2017-11_W48,-0.004986235104408654,4,戊,午,土
2017-12_W48,0.006309701694036329,1,壬,戌,水
2017-12_W49,-0.0013738375613141507,5,乙,丑,木
2017-12_W50,0.0012133521738819874,5,壬,申,水
2017-12_W51,0.0017664767329492958,5,己,卯,土
2017-12_W52,-0.0009467876430950151,5,丙,戌,火
2018-01_W1,0.006788705548572027,4,甲,午,木
2018-01_W2,0.0020948637093081146,5,庚,子,金
2018-01_W3,-0.0028834943018964942,5,丁,未,火
2018-01_W4,0.0046198242129444015,5,甲,寅,木
2018-01_W5,-0.011606038589765241,3,辛,酉,金
2018-02_W5,-0.010433175166910669,2,甲,子,木
2018-02_W6,-0.01731889044814161,5,戊,辰,土
2018-02_W7,0.014207310410498572,3,乙,亥,木
2018-02_W8,0.011061964001446545,2,乙,酉,木
2018-02_W9,0.0052373949199071195,3,己,丑,土
2018-03_W10,0.006203660308912751,5,丙,申,火
2018-03_W11,-0.0025472763599750257,5,癸,卯,水
2018-03_W12,-0.011194697946014177,5,庚,戌,金
2018-03_W13,0.008144475695377507,5,丁,巳,火
2018-03_W9,0.0013124488175076388,2,壬,辰,水
2018-04_W14,-0.005673111978991822,3,甲,子,木
2018-04_W15,6.652750015105902e-05,5,辛,未,金
2018-04_W16,-0.005172424711093293,5,戊,寅,土
2018-04_W17,-0.0015157000091194695,5,乙,酉,木
2018-05_W18,0.0032908980462864243,3,甲,午,木
2018-05_W19,0.004004787601608162,5,己,亥,土
2018-05_W20,0.00073077267256072,5,丙,午,火
2018-05_W21,-0.004208641182373763,5,癸,丑,水
2018-05_W22,-0.003546018882449653,4,庚,申,金
2018-06_W22,-0.012274507225277564,1,甲,子,木
2018-06_W23,0.0007563009998716952,5,丁,卯,火
2018-06_W24,-0.005141784345189105,5,甲,戌,木
2018-06_W25,-0.013341614063774015,4,壬,午,水
2018-06_W26,-0.0004827357383378805,5,戊,子,土
2018-07_W27,-0.010110156642876511,5,乙,未,木
2018-07_W28,0.009314191395208038,5,壬,寅,水
2018-07_W29,-0.0015994570036060418,5,己,酉,土
2018-07_W30,0.001007028012823974,5,丙,辰,火
2018-07_W31,-0.006303254762963062,2,癸,亥,水
2018-08_W31,-0.021392957697679165,3,乙,丑,木
2018-08_W32,0.005119098416059553,5,庚,午,金
2018-08_W33,-0.010537535164334932,5,丁,丑,火
2018-08_W34,0.0030788248867496203,5,甲,申,木
2018-08_W35,-0.0003381204513967395,5,辛,卯,金
2018-09_W36,-0.0033554535027153108,5,戊,戌,土
2018-09_W37,-0.00502168809097796,5,乙,巳,木
2018-09_W38,0.007262007977687524,5,壬,子,水
2018-09_W39,-0.0002061191768409354,4,庚,申,金
2018-10_W41,-0.020586024441245864,5,癸,酉,水
2018-10_W42,-0.004359040918764578,5,庚,辰,金
2018-10_W43,0.0034274380555536776,5,丁,亥,火
2018-10_W44,-0.0008295313090704489,3,甲,午,木
2018-11_W44,0.0254815140205904,2,丁,酉,火
2018-11_W45,-0.005629431681796015,5,辛,丑,金
2018-11_W46,0.01064536508816818,5,戊,申,土
2018-11_W47,-0.010651169639526725,5,乙,卯,木
2018-11_W48,0.001258365990251664,5,壬,戌,水
2018-12_W49,0.0015241577321532195,5,己,巳,土
2018-12_W50,-0.0026142561354834727,5,丙,子,火
2018-12_W51,-0.0077601941850012676,5,癸,未,水
